IO ID,Name,"Size, B",Type,Min. Value,Max. Value,Multiplier; offset,Units,Error values,IO Explanation and Notes,Averaging,Event On Change,Event On Hysteresis,Eco5,Plug5,HCV5 Lite / Pro5 Lite,Pro5,HCV5,LCV5,Trace5-LTM / Trace5-LTM-NA,Trace5-LTE / Trace5-LTM (Rev.A) / Trace5-2G,Basic,ECO4 UBI,Eco4,Eco4 S,Eco4 T,Eco4 RS T,Pro4,Tco4 HCV,Tco4 LCV,Plug4,Pro4 BT,Tco4 HCV BT,Tco4 LCV BT,Eco3,Pro3,Tco3 TCO,Tco3 OBD
802,Beacon 3 angle,8,Unsigned int.,0x0000000000000000,0xFFFFFFFFFFFFFFFF,1,-,-,"Teltonika EYE beacon:
Byte 1 - Reserved
Byte 2 - Device pitch (-90 to 90 degrees, 2s complement)
Bytes 3-4 - Device roll (-180 to 180 degrees, 2s complement)",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
803,Beacon 4 angle,8,Unsigned int.,0x0000000000000000,0xFFFFFFFFFFFFFFFF,1,-,-,"Teltonika EYE beacon:
Byte 1 - Reserved
Byte 2 - Device pitch (-90 to 90 degrees, 2s complement)
Bytes 3-4 - Device roll (-180 to 180 degrees, 2s complement)",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
804,Tolerable acceleration event,1,Unsigned int.,0,1,1,-,255,"0 - no event
1 - tolerable acceleration event, which means that harsh acceleration event has occurred, but engine load threshold was not exceeded",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , 
805,Accident reconstruction data,1,Unsigned int.,0,1,1,-,255,Shows if there is Accident reconstruction data in flash (1) or not (0). 255 - unknown status.,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
806,Trip type,1,Unsigned int.,0,1,-,-,255,"0 - Private, 1 - Business, 255 - Not available",No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,
807,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,TH sensor 0 humidity,2,Unsigned int.,0,1000,0.1,% RH,"2000, 2001, 2002, 2003, 2004",2000 – no device; 2001 – error detected/faulty bus;2002 – error CRC; 2003 – no value; 2004 – humidity value is outside range (0<h<100% RH),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
818,TH sensor 1 humidity,2,Unsigned int.,0,1000,0.1,% RH,"2000, 2001, 2002, 2003, 2004",2000 – no device; 2001 – error detected/faulty bus;2002 – error CRC; 2003 – no value; 2004 – humidity value is outside range (0<h<100% RH),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
819,TH sensor 2 humidity,2,Unsigned int.,0,1000,0.1,% RH,"2000, 2001, 2002, 2003, 2004",2000 – no device; 2001 – error detected/faulty bus;2002 – error CRC; 2003 – no value; 2004 – humidity value is outside range (0<h<100% RH),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
820,TH sensor 3 humidity,2,Unsigned int.,0,1000,0.1,% RH,"2000, 2001, 2002, 2003, 2004",2000 – no device; 2001 – error detected/faulty bus;2002 – error CRC; 2003 – no value; 2004 – humidity value is outside range (0<h<100% RH),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
821,Low frequency input 1,2,Unsigned int.,0,65535,0.01,Hz,65535,Frequency measurement of up to 10 Hz on DIN1. Value 65535 will be reported when the measurement limit of 11.11 Hz is exceeded.,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
822,Low frequency input 2,2,Unsigned int.,0,65535,0.01,Hz,65535,Frequency measurement of up to 10 Hz on DIN2. Value 65535 will be reported when the measurement limit of 11.11 Hz is exceeded.,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
823,Trailer wireless ID,8,String,0x0000000000000000,0xFFFFFFFFFFFFFFFF,-,-,,"Wireless ID or trailer. Consists of values of: UUID, Major & Minor
OR
Namespace & Instance
OR
MAC address only
Remaining space must be padded with 0.",,Yes,,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
824,Trailer wireless ID,8,String,0x0000000000000000,0xFFFFFFFFFFFFFFFF,-,-,,,,Yes,,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
825,Trailer wireless ID,8,String,0x0000000000000000,0xFFFFFFFFFFFFFFFF,-,-,,,,Yes,,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
826,Spreader Brush Working Position,1,Unsigned int.,0,2,-,-,255,"Snow plough brush in working position:
0 = No
1 = Yes
2 = Yes with second scraper blade
255 = Status unknown/error",No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
827,Not in use,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
828,Not in use,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
829,Kimax trailer load,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Trailer load weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
830,Kimax truck load,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Truck load weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
831,Kimax axle weight 1,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Axle 1 weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
832,Kimax axle weight 2,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Axle 2 weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
833,Kimax axle weight 3,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Axle 3 weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
834,Kimax axle weight 4,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Axle 4 weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
835,Kimax axle weight 5,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Axle 5 weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
836,Kimax axle weight 6,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Axle 6 weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
837,Kimax axle weight 7,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Axle 7 weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
838,Kimax axle weight 8,2,Unsigned int.,0,999,0.1,t,0xFFFF - no data received or communication stopped ,Axle 8 weight from Kimax weight sensor measured in 0.1 tonnes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
839,Harness type,1,Unsigned int.,0,3,-,-,-,"0 - No harness detected
1 - OBD splitter harness (PSA; IGN - 1, CAN - 3/8)
2 - OBD splitter harness (Standard; IGN - 3, CAN - 1/9)
3 - HCV standard harness
4 - LCV standard harness
5 - OBD splitter harness(KIA/FCA; IGN - 8; CAN - 3/11)",Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
840,TK CAN Fridge coolant temperature,2,Signed int., , ,"0,1",°C,0x7FFF - no data received,Temperature = -3276.8 °C to +3276.6 °C,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
841,TK CAN Fridge engine RPM,2,Unsigned int.,0,65534,1,RPM,0xFFFF - no data received,Reefer engine RPM,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
842,TK CAN Fridge Ambient temperature,2,Signed int.,-32768,32766,"0,1",°C,0x7FFF - no data received,Temperature = -3276.8 °C to +3276.6 °C,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
843,TK CAN Fridge zone temperature 2,2,Signed int.,-32768,32766,0.1,°C,0x7FFF - no data received,Temperature = -3276.8 °C to +3276.6 °C,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
844,TK CAN Fridge zone temperature 3,2,Signed int.,-32768,32766,0.1,°C,0x7FFF - no data received,Temperature = -3276.8 °C to +3276.6 °C,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
845,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,TK CAN Fridge alarm count,1,Unsigned int.,0,254,1,-,0xFF - no data received,Number of active alarms at the present moment.,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
847,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Autoconfiguration status,1,Unsigned int.,0,1,1,-,-,"0 - OFF, 1 - Auto, 2 - OBD, 3 - Heavy-Duty, 4 - LCV",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
850,Anti-hijack status,2,Bitmap,0,0xFFFF,-,-,-,"B1: Anti-hijack state
0 – Not configured;
1 – Configured, idle;
2 – Armed, speed above threshold;
3 – Immobilizer workflow in progress;
4 – Speed 0 or engine off, DOUT activated constantly;
5 – In deactivation period;
6 – In reactivation period;
7 - In ""guaranteed unrestricted time period"";
B2: Anti-hijack source
0 – Unknown or Not applicable (for 'Anti-hijack state' values 0,1,7);
1 -- SMS of type “ahj-on *” was received;
2 -- SMS of type “ahj-on A,B,C” was received;
3 -- SMS of type “ahj-off A,B” was received;
4 – Jamming;
5 – Parameter value condition;",No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
851,LAC,2,Unsigned int.,0,65534,1,-,65535,Location area code of the network cell,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
852,Cell ID,4,Unsigned int.,0,4294967294,1,-,4294967295,Cell ID,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
853,TCO_CAN Remaining Time Before The Next Daily Rest Period,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be the calendar time left until driver shall start a new daily rest period
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
854,TCO_CAN Remaining Time Before the Next Weekly Rest Period,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be the calendar time left until driver shall start a new weekly rest period
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
855,TCO_CAN Minimum Daily Rest,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be the minimum daily rest the driver needs to do to fulfil an on-going or approaching daily rest period.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)
Not available for VDO",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
856,TCO_CAN Minimum Weekly Rest,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be the minimum weekly rest the driver needs to do to fulfil an on-going or approaching weekly rest period
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)
Not available for VDO",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
857,TCO_CAN Maximum Daily Period,2,Unsigned int.,0,250,1,hour,"0xFFFF, 0xFFXX, 0xXXFF","This parameter shall be set to the maximum allowed calendar time between the end of two daily rests
Driver1 (MSB) + Driver2 (LSB)
Not available for VDO",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
858,TCO_CAN Maximum Daily Drive Time,2,Unsigned int.,0,250,1,hour,"0xFFFF, 0xFFXX, 0xXXFF","This parameter shall be the maximum daily driving time.
9 - 9h
10 - 10h
All other values - reserved
Driver1 (MSB) + Driver2 (LSB)
Not available for VDO",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
859,TCO_CAN Remaining Current Drive Time,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be the maximum remaining driving time left to next required break/rest according to what is defined by regulation.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
860,TCO_CAN Remaining Drive Time on Current Shift,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be the maximum remaining driving time left on current day. 
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
861,TCO_CAN Remaining Drive Time on Current Week,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be set to the maximum remaining driving time left of current week.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B) Not available for Stoneridge",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
862,TCO_CAN Remaining Time Before The Next Drive Period,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be set to the minimum time left until driver can start next driving period.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
863,TCO_CAN Remaining Drive Time Of The Next Period,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be set to the maximum duration of next driving period for the driver.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
864,TCO_CAN Duration of Next Break or Rest,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be set to the minimum duration of next break/rest for the driver.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
865,TCO_CAN Remaining Time Of The Current Rest Period,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be set to the remaining time of current rest or break period for the driver.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
866,TCO_CAN Remaining Time Before The Next Rest Period,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be set to the remaining time until next rest or break period for the driver.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
867,TCO_CAN Compensation Time Of The Previous Week,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be set to the open compensation in the last week for the driver.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)
Not available for Stoneridge",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
868,TCO_CAN Compensation Time Of The 2nd Previous Week,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be set to the open compensation in the week before last for the driver.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)
Not available for Stoneridge",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
869,TCO_CAN Compensation Time Of The 3rd Previous Week,4,Unsigned int.,0,64255,1,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall be set to the open compensation in the 2nd week before last for the driver.
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)
Not available for Stoneridge",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
870,TCO_CAN Additional information,4,Bitmap,-,-,-,-,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF","This parameter shall represent:
Remaining 10 h driving times Bits 2-0
Remaining reduced daily rest periods Bits 5-3
Unknown periods Bits 7-6
Data availability on driver card Bits 9-8
Weekly rest period calculation status Bits 11-10
Multi-manning detection status Bits 13-12
Time overlap detection status Bits 15-14
Driver1 (MSB; 2B) + Driver2 (LSB; 2B)",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
871,TCO_CAN End of Last Daily Rest Period,8,Bitmap,-,-,-,-,0xFFFFFFFFFFFFFFFF,"Byte 1 - 0,25 second / bit, offset = 0, range: 0 s to 59,75 s
Byte 2 - 1 minute / bit, offset = 0, range: 0 min to 59 min
Byte 3 - 1 hour / bit, offset = 0, range: 0 h to 23 h
Byte 4 - 0,25 day / bit, offset = 0, range: 0 d to 31,75 d
Byte 5 - 1 month / bit, offset = 0, range: 1 month to 12 month
Byte 6 - 1 Year / bit, offset = 1985 Year, range: 1985 to 2235
Byte 7 - Local offset in minutes: 1 minute / bit, offset = -125 min, range: -59min to 59min
Byte 8 - Local offset in hours : 1 hour / bit, -125h offset, range:-23h to 24h
Driver1 data",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
872,TCO_CAN End of Last Daily Rest Period,8,Bitmap,-,-,-,-,0xFFFFFFFFFFFFFFFF,"Byte 1 - 0,25 second / bit, offset = 0, range: 0 s to 59,75 s
Byte 2 - 1 minute / bit, offset = 0, range: 0 min to 59 min
Byte 3 - 1 hour / bit, offset = 0, range: 0 h to 23 h
Byte 4 - 0,25 day / bit, offset = 0, range: 0 d to 31,75 d
Byte 5 - 1 month / bit, offset = 0, range: 1 month to 12 month
Byte 6 - 1 Year / bit, offset = 1985 Year, range: 1985 to 2235
Byte 7 - Local offset in minutes: 1 minute / bit, offset = -125 min, range: -59min to 59min
Byte 8 - Local offset in hours : 1 hour / bit, -125h offset, range:-23h to 24h
Driver2 data - Not available for VDO",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
873,TCO_CAN Out of scope condition,1,Bitmap,0,255,1,-,255,"This parameter shall be used to indicate whether an out of scope specific condition is currently open
0 - no Out of scope condition opened
1 - Out of scope condition opened
2 - Error (according to ISO 16844-7)
3 - Not available or not installed (according to ISO 16844-7)
255 - no values received from tachograph.",No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
874,TCO_CAN Duration of next daily rest period,2,Unsigned int.,0,65534,1,min,65535,Duration of next daily rest period for the driver 1. Available ONLY for VDO,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
875,TCO_CAN Duration of next weekly rest period,2,Unsigned int.,0,65534,1,min,65535,Duration of next weekly rest period for the driver 1. Available ONLY for VDO,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
876,ECO engine&idling timers,8,Bitmap,0x0000000000000000`,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-2: same as IO 137
Bytes 3-4: same as IO 139
Bytes 5-8: same as IO 175",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
877,ECO RPM bands distances,8,Bitmap,0x0000000000000000,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-4: same as IO 140
Bytes 5-8: same as IO 539",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
878,ECO NS_BR_EBR distances,8,Bitmap,0x0000000000000000,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-4: same as IO 141
Bytes 5-6: same as IO 527
Bytes 7-8: same as IO 597",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
879,ECO IDL_OVL_OVS_HiG fuel used,8,Bitmap,0x0000000000000000,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-2: same as IO 540
Bytes 3-4: same as IO 543
Bytes 5-6: same as IO 545
Bytes 7-8: same as IO 549",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
880,ECO FR_OVL_OvS_HiG distance,8,Bitmap,0x0000000000000000,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-2: same as IO 541
Bytes 3-4: same as IO 542
Bytes 5-6: same as IO 544
Bytes 7-8: same as IO 548",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
881,ECO CCs distance,8,Bitmap,0x0000000000000000,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-2: same as IO 891
Bytes 3-4: same as IO 899
Bytes 5-6: same as IO 893
Bytes 7-8: same as IO 546",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
882,ECO CCs fuel used,8,Bitmap,0x0000000000000000,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-2: same as IO 892
Bytes 3-4: same as IO 898
Bytes 5-6: same as IO 894
Bytes 7-8: same as IO 547",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
883,ECO RPM ranges distances,8,Bitmap,0x0000000000000000,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-2: same as IO 550
Bytes 3-4: same as IO 552
Bytes 5-6: same as IO 554
Bytes 7-8: same as IO 556",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
884,ECO RPM ranges fuel used,8,Bitmap,0x0000000000000000,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-2: same as IO 551
Bytes 3-4: same as IO 553
Bytes 5-6: same as IO 555
Bytes 7-8: same as IO 557",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
885,ECO CC timers & Retarder,8,Bitmap,0x0000000000000000,0xFFFFFFFFFFFFFFFE,-,-,0xFFFFFFFFFFFFFFFF,"Bytes 1-2: same as IO 895
Bytes 3-4: same as IO 896
Bytes 5-6: same as IO 897
Bytes 7-8: same as IO 900",No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
886,Fridge operating mode 2,1,Unsigned int.,0,7,-,-,255,"0 - Power Off or Unknown ; 1 – Cooling; 2 – Heating; 3 – Defrost;
4 – Null; 5 – Pretrip; 6 – Sleep; 7 – Reserved for future use",No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
